rank,player,average,year
168.0,Bill Buttner,254.9,1990
168.0,Hubert Green,254.9,1990
168.0,Webb Heintzelman,254.9,1990
171.0,Corey Pavin,254.6,1990
172.0,Fred Funk,254.5,1990
173.0,Don Pooley,254.1,1990
174.0,Scott Simpson,254.0,1990
175.0,Ed Fiori,253.8,1990
176.0,Brian Claar,253.7,1990
177.0,Jim Booros,253.5,1990
177.0,Jerry Haas,253.5,1990
177.0,Loren Roberts,253.5,1990
180.0,Mark Wiebe,253.0,1990
181.0,David Edwards,252.5,1990
182.0,Wayne Grady,252.1,1990
183.0,Bob Lohr,251.8,1990
184.0,Stan Utley,251.2,1990
185.0,"Ray Barr, Jr.",250.5,1990
185.0,Pat McGowan,250.5,1990
187.0,Morris Hatalsky,250.1,1990
188.0,David Ogrin,250.0,1990
189.0,Mike Reid,248.6,1990
190.0,John Inman,248.1,1990
191.0,Tommy Moore,245.2,1990
192.0,Calvin Peete,244.2,1990
1.0,John Daly,288.9,1991
2.0,Greg Norman,282.3,1991
3.0,Fred Couples,280.7,1991
4.0,Barry Cheesman,276.0,1991
4.0,Dan Forsman,276.0,1991
4.0,Tom Purtzer,276.0,1991
7.0,Dan Pohl,275.7,1991
8.0,Marco Dawson,274.5,1991
9.0,John Adams,274.3,1991
10.0,Neal Lancaster,274.2,1991
11.0,JC Anderson,274.1,1991
12.0,Greg Whisman,273.6,1991
13.0,Mike Standly,273.5,1991
14.0,Ed Humenik,272.9,1991
15.0,Mark Calcavecchia,272.6,1991
16.0,Gary Hallberg,272.5,1991
17.0,Davis Love III,272.4,1991
18.0,Duffy Waldorf,272.0,1991
19.0,John Huston,271.5,1991
20.0,Kenny Perry,271.4,1991
21.0,Phil Blackmar,271.2,1991
22.0,Tommy Armour III,271.1,1991
23.0,Brandt Jobe,270.7,1991
24.0,Craig Stadler,270.2,1991
25.0,Paul Azinger,270.1,1991
25.0,Curt Byrum,270.1,1991
27.0,Ted Schulz,270.0,1991
28.0,Michael Allen,269.6,1991
29.0,Jay Don Blake,269.2,1991
30.0,Jodie Mudd,269.1,1991
31.0,Andy Bean,269.0,1991
32.0,Brad Bryant,268.7,1991
33.0,Joey Sindelar,267.9,1991
34.0,Bruce Lietzke,267.8,1991
35.0,Andrew Magee,267.7,1991
35.0,Gene Sauers,267.7,1991
37.0,Mark Hayes,267.6,1991
38.0,Steve Elkington,267.4,1991
39.0,Jeff Maggert,266.9,1991
39.0,Steve Pate,266.9,1991
39.0,Mike Sullivan,266.9,1991
42.0,Trevor Dodds,266.8,1991
43.0,Carl Cooper,266.6,1991
43.0,Robert Gamez,266.6,1991
45.0,Gil Morgan,266.5,1991
46.0,Sam Randolph,266.4,1991
46.0,Greg Twiggs,266.4,1991
48.0,Larry Silveira,266.3,1991
48.0,Robert Wrenn,266.3,1991
50.0,Ken Green,266.2,1991
51.0,Fuzzy Zoeller,266.1,1991
52.0,Nick Price,266.0,1991
53.0,"Jim Gallagher, Jr.",265.8,1991
53.0,Scott Hoch,265.8,1991
53.0,Steve Jones,265.8,1991
53.0,Brian Kamm,265.8,1991
57.0,Charlie Bowles,265.6,1991
57.0,Bobby Wadkins,265.6,1991
59.0,Mark Lye,265.5,1991
60.0,Blaine McCallister,265.4,1991
61.0,Donnie Hammond,265.3,1991
62.0,Leonard Thompson,265.0,1991
63.0,Ronnie Black,264.6,1991
63.0,Mark O'Meara,264.6,1991
65.0,Payne Stewart,264.4,1991
66.0,Lee Janzen,264.2,1991
67.0,Raymond Floyd,264.1,1991
68.0,Jay Delsing,264.0,1991
69.0,Scott Gump,263.9,1991
69.0,John Wilson,263.9,1991
71.0,Tom Watson,263.8,1991
72.0,Greg Bruckner,263.7,1991
73.0,Bill Sander,263.6,1991
74.0,Rocco Mediate,263.5,1991
74.0,Mike Springer,263.5,1991
74.0,Hal Sutton,263.5,1991
77.0,Fulton Allem,263.4,1991
77.0,Rick Fehr,263.4,1991
77.0,Greg Ladehoff,263.4,1991
77.0,Tim Simpson,263.4,1991
81.0,Jim McGovern,263.2,1991
82.0,David Peoples,263.1,1991
83.0,Dan Halldorson,262.9,1991
84.0,Dudley Hart,262.7,1991
84.0,Tom Sieckmann,262.7,1991
86.0,Russ Cochran,262.6,1991
87.0,Brad Faxon,262.5,1991
88.0,Emlyn Aubrey,262.0,1991
89.0,Brandel Chamblee,261.9,1991
89.0,Peter Jacobsen,261.9,1991
91.0,Mark McCumber,261.8,1991
92.0,Perry Arthur,261.6,1991
93.0,Brad Fabel,261.1,1991
94.0,Billy Mayfair,261.0,1991
95.0,Nolan Henke,260.9,1991
,Tour Average,260.7,1991
96.0,Jim Hallet,260.6,1991
97.0,Dave Barr,260.5,1991
97.0,Brad Bell,260.5,1991
99.0,Bob Gilder,260.2,1991
100.0,David Sutherland,259.7,1991
101.0,Jim Benepe,259.6,1991
101.0,Mike Hulbert,259.6,1991
103.0,Tom Kite,259.5,1991
104.0,Dave Rummells,259.4,1991
104.0,Jim Thorpe,259.4,1991
106.0,Chip Beck,259.3,1991
106.0,Bryan Norton,259.3,1991
108.0,Billy Andrade,259.1,1991
109.0,Bill Britton,259.0,1991
109.0,Roger Maltbie,259.0,1991
111.0,Clark Burroughs,258.9,1991
112.0,Keith Clearwater,258.8,1991
113.0,Ian Baker-Finch,258.6,1991
114.0,Billy Ray Brown,258.5,1991
115.0,Dick Mast,258.4,1991
116.0,Buddy Gardner,258.3,1991
116.0,Sean Murphy,258.3,1991
116.0,Denis Watson,258.3,1991
119.0,Ed Dougherty,258.2,1991
120.0,Jay Haas,258.1,1991
121.0,Ben Crenshaw,258.0,1991
121.0,Clarence Rose,258.0,1991
123.0,John Cook,257.8,1991
124.0,Wayne Levi,257.7,1991
125.0,Bart Bryant,257.6,1991
125.0,Chris Perry,257.6,1991
125.0,Jim Woodward,257.6,1991
128.0,Joel Edwards,257.4,1991
128.0,Karl Kimball,257.4,1991
130.0,Kirk Triplett,257.3,1991
131.0,Jeff Sluman,257.1,1991
132.0,Bobby Clampett,256.9,1991
133.0,Howard Twitty,256.8,1991
133.0,Lanny Wadkins,256.8,1991
135.0,Richard Zokol,256.7,1991
136.0,Dillard Pruitt,256.6,1991
137.0,Bob Lohr,256.4,1991
138.0,Ken Schall,256.3,1991
139.0,Mark Brooks,256.1,1991
140.0,Ray Stewart,256.0,1991
141.0,Lennie Clements,255.9,1991
141.0,Dicky Thompson,255.9,1991
143.0,Brian Watts,255.7,1991
143.0,Bob Wolcott,255.7,1991
145.0,Clark Dennis,255.6,1991
145.0,Mike Smith,255.6,1991
145.0,Brian Tennyson,255.6,1991
148.0,Lance Ten Broeck,255.5,1991
149.0,Curtis Strange,255.3,1991
149.0,Bob Tway,255.3,1991
151.0,Bob Estes,254.7,1991
151.0,Kenny Knox,254.7,1991
153.0,Bob Eastwood,254.5,1991
153.0,David Edwards,254.5,1991
153.0,Wayne Grady,254.5,1991
156.0,Mike Donald,254.4,1991
156.0,Craig Rudolph,254.4,1991
158.0,Tom Byrum,254.1,1991
159.0,Andy North,254.0,1991
160.0,Willie Wood,253.7,1991
161.0,D.A. Weibring,253.6,1991
162.0,David Frost,253.5,1991
163.0,Doug Tewell,253.4,1991
164.0,Scott Simpson,253.0,1991
165.0,Fred Funk,252.3,1991
166.0,Mark Wiebe,252.2,1991
167.0,Jerry Haas,252.1,1991
168.0,Jim Booros,252.0,1991
168.0,Brian Claar,252.0,1991
168.0,Larry Mize,252.0,1991
168.0,Corey Pavin,252.0,1991
172.0,John Mahaffey,251.7,1991
173.0,Loren Roberts,251.5,1991
174.0,Brad Lardon,251.3,1991
175.0,Peter Persons,251.1,1991
176.0,Bill Buttner,250.9,1991
177.0,Kim Young,250.6,1991
178.0,David Canipe,249.6,1991
178.0,Larry Rinker,249.6,1991
180.0,Robert Thompson,249.5,1991
181.0,John Inman,248.5,1991
181.0,Tommy Moore,248.5,1991
183.0,Pat McGowan,248.4,1991
184.0,Mike Reid,248.1,1991
185.0,Ed Fiori,248.0,1991
186.0,Stan Utley,247.8,1991
187.0,Hale Irwin,247.6,1991
188.0,Morris Hatalsky,247.4,1991
189.0,Scott Verplank,240.8,1991
1.0,John Daly,283.4,1992
2.0,Phil Blackmar,276.5,1992
3.0,John Adams,275.8,1992
4.0,Kelly Gibson,275.3,1992
5.0,Fred Couples,274.8,1992
6.0,Ed Humenik,274.6,1992
7.0,Duffy Waldorf,274.0,1992
8.0,John Elliott,273.7,1992
8.0,Neal Lancaster,273.7,1992
10.0,Davis Love III,272.8,1992
11.0,Tom Lehman,272.2,1992
12.0,Carl Cooper,272.1,1992
13.0,Dan Pohl,271.4,1992
14.0,Greg Whisman,271.3,1992
15.0,Mark Calcavecchia,271.1,1992
16.0,Dan Forsman,270.3,1992
17.0,Steve Lamontagne,270.2,1992
17.0,Andrew Magee,270.2,1992
19.0,Mike Standly,269.9,1992
20.0,"Jim Gallagher, Jr.",269.5,1992
20.0,Larry Silveira,269.5,1992
22.0,Tom Purtzer,269.3,1992
23.0,Joey Sindelar,269.2,1992
24.0,Lon Hinkle,269.1,1992
24.0,Mike Sullivan,269.1,1992
26.0,Tommy Armour III,268.9,1992
27.0,Marco Dawson,268.8,1992
28.0,Bruce Lietzke,268.7,1992
28.0,Craig Stadler,268.7,1992
30.0,Steve Elkington,268.1,1992
30.0,Mike Springer,268.1,1992
32.0,Greg Norman,268.0,1992
33.0,John Huston,267.9,1992
34.0,Paul Azinger,267.5,1992
35.0,Jodie Mudd,267.4,1992
36.0,Bill Glasson,267.2,1992
37.0,Gary Hallberg,266.8,1992
37.0,Kenny Perry,266.8,1992
39.0,Jim McGovern,266.7,1992
40.0,Jay Delsing,266.5,1992
41.0,Brad Bell,266.1,1992
41.0,Greg Twiggs,266.1,1992
43.0,Ted Schulz,266.0,1992
44.0,Ronnie Black,265.9,1992
45.0,Payne Stewart,265.8,1992
46.0,Gene Sauers,265.7,1992
47.0,Donnie Hammond,265.6,1992
47.0,David Peoples,265.6,1992
49.0,Brad Bryant,265.5,1992
49.0,Brandel Chamblee,265.5,1992
49.0,Chris Tucker,265.5,1992
52.0,Bill Sander,265.2,1992
53.0,Raymond Floyd,264.8,1992
53.0,Jeff Maggert,264.8,1992
55.0,Robert Gamez,264.1,1992
56.0,John Riegger,264.0,1992
56.0,Fuzzy Zoeller,264.0,1992
58.0,Gil Morgan,263.9,1992
58.0,Nick Price,263.9,1992
60.0,Steve Pate,263.8,1992
61.0,Brad Fabel,263.7,1992
62.0,Tom Sieckmann,263.6,1992
62.0,Richard Zokol,263.6,1992
64.0,Roger Maltbie,263.5,1992
65.0,Robin Freeman,263.3,1992
66.0,Bob Gilder,263.1,1992
67.0,Robert Wrenn,263.0,1992
68.0,Patrick Burke,262.8,1992
69.0,John Cook,262.7,1992
70.0,P.H. Horgan III,262.6,1992
71.0,Dudley Hart,262.5,1992
72.0,Russ Cochran,262.2,1992
73.0,Blaine McCallister,262.0,1992
74.0,Scott Gump,261.9,1992
75.0,Olin Browne,261.6,1992
76.0,Dan Halldorson,261.5,1992
77.0,Bob Estes,261.4,1992
77.0,Greg Hickman,261.4,1992
77.0,Jim Woodward,261.4,1992
80.0,Rocco Mediate,261.3,1992
81.0,Joel Edwards,261.2,1992
81.0,David Toms,261.2,1992
83.0,Mark McCumber,261.1,1992
84.0,Fran Quinn,260.9,1992
84.0,John Ross,260.9,1992
86.0,Scott Hoch,260.5,1992
86.0,Tom Kite,260.5,1992
88.0,Peter Jacobsen,260.4,1992
88.0,Greg Lesher,260.4,1992
90.0,Fulton Allem,260.3,1992
90.0,Mike Hulbert,260.3,1992
90.0,Tim Simpson,260.3,1992
,Tour Average,260.2,1992
93.0,Howard Twitty,260.2,1992
94.0,Billy Ray Brown,260.1,1992
94.0,Dick Mast,260.1,1992
96.0,Chip Beck,260.0,1992
96.0,Jay Don Blake,260.0,1992
96.0,Bruce Zabriski,260.0,1992
99.0,Mark O'Meara,259.5,1992
100.0,Jeff Sluman,259.4,1992
100.0,Leonard Thompson,259.4,1992
102.0,Emlyn Aubrey,259.3,1992
103.0,Dave Barr,259.0,1992
103.0,Ben Crenshaw,259.0,1992
105.0,Mark Carnevale,258.8,1992
105.0,John Mahaffey,258.8,1992
107.0,Lance Ten Broeck,258.7,1992
108.0,Dave Rummells,258.6,1992
109.0,Ken Green,258.5,1992
110.0,Keith Clearwater,258.4,1992
111.0,Lee Janzen,258.3,1992
111.0,Doug Tewell,258.3,1992
113.0,Nolan Henke,258.1,1992
114.0,Rick Fehr,258.0,1992
115.0,Mark Brooks,257.8,1992
116.0,Jim Thorpe,257.6,1992
117.0,Chris Perry,257.5,1992
117.0,Bob Tway,257.5,1992
117.0,Bob Wolcott,257.5,1992
120.0,David Frost,257.4,1992
120.0,Wayne Levi,257.4,1992
120.0,Dave Schreyer,257.4,1992
123.0,Jim Hallet,257.3,1992
124.0,Frank Conner,257.1,1992
125.0,Ed Dougherty,256.9,1992
126.0,Billy Mayfair,256.7,1992
127.0,Doug Martin,256.6,1992
128.0,Jay Haas,256.5,1992
129.0,Mike Donald,256.4,1992
130.0,Buddy Gardner,255.9,1992
131.0,Greg Kraft,255.8,1992
132.0,Mark Wiebe,255.7,1992
133.0,Bill Britton,255.6,1992
133.0,Mike Smith,255.6,1992
135.0,Brad Faxon,255.4,1992
136.0,Scott Simpson,255.3,1992
137.0,J.P. Hayes,255.2,1992
138.0,Dillard Pruitt,254.7,1992
139.0,David Edwards,254.4,1992
140.0,Ian Baker-Finch,254.3,1992
141.0,Larry Mize,254.2,1992
141.0,Curtis Strange,254.2,1992
141.0,Hal Sutton,254.2,1992
144.0,Kenny Knox,254.1,1992
145.0,Brian Claar,253.9,1992
145.0,Tray Tyner,253.9,1992
147.0,Fred Funk,253.8,1992
148.0,Billy Andrade,253.3,1992
148.0,Bob Friend,253.3,1992
150.0,Don Pooley,253.1,1992
150.0,Sonny Skinner,253.1,1992
150.0,Lanny Wadkins,253.1,1992
153.0,Tom Byrum,252.7,1992
153.0,Jerry Haas,252.7,1992
153.0,Corey Pavin,252.7,1992
153.0,Peter Persons,252.7,1992
153.0,Kirk Triplett,252.7,1992
158.0,Jon Chaffee,252.6,1992
159.0,Dicky Thompson,252.5,1992
160.0,D.A. Weibring,252.3,1992
161.0,Bart Bryant,251.9,1992
161.0,E.J. Pfister,251.9,1992
163.0,Dave Peege,251.7,1992
164.0,Bob Lohr,251.5,1992
165.0,Hale Irwin,251.3,1992
166.0,Bruce Fleisher,251.1,1992
167.0,Kim Young,250.8,1992
168.0,Steve Hart,250.6,1992
168.0,Loren Roberts,250.6,1992
170.0,Larry Rinker,250.3,1992
171.0,Jerry Anderson,249.6,1992
172.0,Wayne Grady,249.4,1992
173.0,Mike Reid,249.0,1992
174.0,Michael Cunning,248.8,1992
175.0,David Canipe,248.7,1992
176.0,David Ogrin,248.5,1992
177.0,Mitch Adcock,248.3,1992
178.0,Tony Sills,247.1,1992
179.0,Hubert Green,245.7,1992
180.0,John Inman,244.3,1992
181.0,Stan Utley,243.3,1992
182.0,Morris Hatalsky,242.6,1992
183.0,Ed Fiori,240.6,1992
1.0,John Daly,288.9,1993
2.0,Davis Love III,280.2,1993
3.0,David Jackson,278.7,1993
4.0,Barry Cheesman,278.6,1993
5.0,John Adams,277.6,1993
6.0,Brett Ogle,277.1,1993
7.0,Fred Couples,275.0,1993
8.0,Jay Delsing,274.8,1993
9.0,Greg Norman,274.4,1993
10.0,John Elliott,274.2,1993
11.0,Nick Price,273.9,1993
12.0,Paul Azinger,273.3,1993
12.0,Jodie Mudd,273.3,1993
12.0,Fuzzy Zoeller,273.3,1993
15.0,Ed Humenik,272.7,1993
16.0,Phil Blackmar,271.4,1993
17.0,Kelly Gibson,270.9,1993
18.0,JC Anderson,270.6,1993
18.0,John Huston,270.6,1993
20.0,Dan Pohl,270.5,1993
21.0,Steve Lamontagne,270.3,1993
22.0,Mike Standly,269.9,1993
23.0,Payne Stewart,269.6,1993
24.0,Tom Lehman,269.5,1993
25.0,Duffy Waldorf,269.3,1993
26.0,Phil Mickelson,269.2,1993
27.0,Kenny Perry,269.1,1993
27.0,Tom Watson,269.1,1993
29.0,Michael Bradley,268.8,1993
30.0,"Jim Gallagher, Jr.",268.7,1993
30.0,Howard Twitty,268.7,1993
32.0,Tom Purtzer,268.4,1993
33.0,Craig Stadler,268.2,1993
34.0,Brad Bryant,268.1,1993
35.0,Bill Glasson,267.9,1993
36.0,Marco Dawson,267.8,1993
37.0,Steve Elkington,267.5,1993
38.0,Jim McGovern,267.1,1993
38.0,Joey Sindelar,267.1,1993
40.0,Steve Lowery,266.8,1993
41.0,Dave Rummells,266.4,1993
42.0,Neal Lancaster,266.2,1993
43.0,Mike Springer,266.1,1993
44.0,Neale Smith,265.7,1993
45.0,Nolan Henke,265.6,1993
46.0,Mark Calcavecchia,265.4,1993
46.0,Gil Morgan,265.4,1993
48.0,Andy Bean,265.2,1993
48.0,Dudley Hart,265.2,1993
50.0,David Peoples,265.1,1993
51.0,Russell Beiersdorf,265.0,1993
51.0,Gary Hallberg,265.0,1993
51.0,Blaine McCallister,265.0,1993
51.0,Greg Twiggs,265.0,1993
55.0,Mark McCumber,264.9,1993
56.0,Brian Kamm,264.8,1993
57.0,Michael Allen,264.2,1993
57.0,Jeff Maggert,264.2,1993
59.0,Brian Henninger,264.0,1993
59.0,Grant Waite,264.0,1993
61.0,Ronnie Black,263.5,1993
62.0,Tom Kite,263.3,1993
62.0,Mark Lye,263.3,1993
64.0,Tommy Armour III,263.0,1993
65.0,Andrew Magee,262.6,1993
66.0,Tom Sieckmann,262.5,1993
67.0,Bob Estes,262.3,1993
68.0,Mark O'Meara,262.1,1993
68.0,Ted Tryba,262.1,1993
70.0,Robin Freeman,261.9,1993
71.0,Peter Jacobsen,261.8,1993
72.0,Scott Gump,261.4,1993
73.0,Rocco Mediate,261.3,1993
74.0,Mark Wiebe,261.1,1993
75.0,Billy Kratzert,261.0,1993
75.0,Gene Sauers,261.0,1993
77.0,David Frost,260.8,1993
77.0,Wayne Levi,260.8,1993
77.0,Ted Schulz,260.8,1993
80.0,Bobby Clampett,260.7,1993
80.0,Russ Cochran,260.7,1993
80.0,Dan Halldorson,260.7,1993
80.0,Jeff Sluman,260.7,1993
84.0,Dan Forsman,260.5,1993
84.0,Mike Schuchart,260.5,1993
86.0,Rick Fehr,260.4,1993
86.0,Jay Haas,260.4,1993
88.0,Craig Parry,260.2,1993
89.0,Bruce Lietzke,259.9,1993
,Tour Average,259.8,1993
90.0,Jim Woodward,259.8,1993
91.0,Bobby Wadkins,259.7,1993
92.0,Donnie Hammond,259.5,1993
93.0,Robert Gamez,259.1,1993
93.0,David Toms,259.1,1993
95.0,Ben Crenshaw,259.0,1993
95.0,Larry Mize,259.0,1993
97.0,Billy Andrade,258.8,1993
98.0,Dave Barr,258.5,1993
98.0,Lance Ten Broeck,258.5,1993
100.0,Skip Kendall,258.3,1993
100.0,Steve Pate,258.3,1993
102.0,Chip Beck,258.2,1993
102.0,Robert Wrenn,258.2,1993
104.0,Jay Don Blake,258.1,1993
104.0,Eddie Pearce,258.1,1993
106.0,Patrick Burke,258.0,1993
106.0,Buddy Gardner,258.0,1993
106.0,Scott Hoch,258.0,1993
109.0,Keith Clearwater,257.9,1993
109.0,Trevor Dodds,257.9,1993
109.0,Perry Moss,257.9,1993
112.0,Bob Gilder,257.8,1993
113.0,Ken Green,257.6,1993
113.0,P.H. Horgan III,257.6,1993
115.0,Mark Brooks,257.2,1993
115.0,Mark Carnevale,257.2,1993
117.0,Fulton Allem,257.1,1993
117.0,Lee Janzen,257.1,1993
119.0,Greg Kraft,257.0,1993
120.0,Ed Dougherty,256.8,1993
120.0,Denis Watson,256.8,1993
122.0,Brandel Chamblee,256.6,1993
123.0,Bill Britton,256.3,1993
124.0,John Cook,256.2,1993
124.0,Larry Nelson,256.2,1993
126.0,Paul Goydos,256.1,1993
126.0,Len Mattiace,256.1,1993
128.0,John Flannery,256.0,1993
128.0,Hal Sutton,256.0,1993
130.0,Jeff Cook,255.8,1993
130.0,Willie Wood,255.8,1993
132.0,Mike Smith,255.6,1993
132.0,Kirk Triplett,255.6,1993
134.0,Scott Simpson,255.4,1993
134.0,Jim Thorpe,255.4,1993
136.0,Lee Porter,255.2,1993
136.0,Marty Schiene,255.2,1993
138.0,Brian Claar,255.1,1993
138.0,Roger Maltbie,255.1,1993
140.0,Tim Simpson,255.0,1993
141.0,Dillard Pruitt,254.8,1993
142.0,Gene Jones,254.7,1993
142.0,Curtis Strange,254.7,1993
144.0,Dennis Trixler,254.6,1993
145.0,Brad Faxon,254.5,1993
146.0,Lennie Clements,254.4,1993
147.0,Massy Kuramoto,254.1,1993
148.0,Jimmy Johnston,253.9,1993
149.0,Mike Donald,253.7,1993
149.0,Hale Irwin,253.7,1993
151.0,Doug Tewell,253.4,1993
152.0,Bob Tway,253.3,1993
153.0,Joel Edwards,253.2,1993
153.0,Richard Zokol,253.2,1993
155.0,Mike Hulbert,253.0,1993
155.0,Billy Mayfair,253.0,1993
157.0,Brad Fabel,252.8,1993
158.0,D.A. Weibring,252.4,1993
159.0,Ian Baker-Finch,252.3,1993
159.0,Jaime Gomez,252.3,1993
161.0,Rick Dalpos,252.2,1993
162.0,Dick Mast,252.1,1993
163.0,David Edwards,252.0,1993
163.0,Bill Murchison,252.0,1993
165.0,Corey Pavin,251.9,1993
166.0,John Mahaffey,251.7,1993
167.0,Greg Cesario,251.4,1993
168.0,Larry Rinker,251.3,1993
168.0,Harry Taylor,251.3,1993
170.0,Fred Funk,251.2,1993
170.0,Lanny Wadkins,251.2,1993
172.0,Wayne Grady,251.1,1993
173.0,Bruce Fleisher,250.1,1993
174.0,Tim Conley,249.9,1993
174.0,Loren Roberts,249.9,1993
176.0,Bob Lohr,249.8,1993
177.0,David Ogrin,249.6,1993
178.0,Tom Byrum,249.5,1993
179.0,Jim Hallet,248.7,1993
179.0,Peter Persons,248.7,1993
181.0,John Dowdall,247.9,1993
182.0,Jeff Woodland,247.5,1993
183.0,Dave Peege,247.4,1993
184.0,Tad Rhyan,247.1,1993
185.0,Hubert Green,245.8,1993
186.0,John Inman,245.0,1993
187.0,Ed Fiori,244.7,1993
188.0,Morris Hatalsky,243.2,1993
189.0,David Delong,240.9,1993
1.0,Davis Love III,283.8,1994
2.0,Dennis Paulson,283.0,1994
3.0,Fred Couples,279.9,1994
4.0,Todd Barranger,279.1,1994
5.0,Robert Gamez,278.4,1994
6.0,Kelly Gibson,277.5,1994
6.0,Nick Price,277.5,1994
8.0,Bill Glasson,277.1,1994
8.0,Greg Norman,277.1,1994
10.0,Mike Heinen,275.3,1994
11.0,John Huston,275.0,1994
12.0,"Jim Gallagher, Jr.",274.5,1994
12.0,Vijay Singh,274.5,1994
14.0,Brett Ogle,273.9,1994
15.0,Phil Mickelson,273.7,1994
16.0,Mike Springer,273.2,1994
17.0,Mark Calcavecchia,273.1,1994
17.0,Neal Lancaster,273.1,1994
17.0,Craig Stadler,273.1,1994
20.0,John Adams,272.9,1994
21.0,Curt Byrum,272.6,1994
22.0,Steve Lamontagne,272.3,1994
23.0,Mike Standly,272.0,1994
24.0,Ed Humenik,271.8,1994
25.0,Duffy Waldorf,271.4,1994
26.0,Michael Bradley,271.2,1994
26.0,Steve Elkington,271.2,1994
28.0,Guy Boros,270.7,1994
29.0,Fuzzy Zoeller,270.4,1994
30.0,Andrew Magee,270.3,1994
30.0,Tom Purtzer,270.3,1994
32.0,Jay Delsing,269.6,1994
33.0,Larry Silveira,269.4,1994
34.0,Tom Lehman,269.3,1994
34.0,"Dave Stockton, Jr.",269.3,1994
36.0,Payne Stewart,268.8,1994
37.0,Brian Henninger,268.5,1994
37.0,Tom Watson,268.5,1994
39.0,Marco Dawson,268.4,1994
39.0,Steve Stricker,268.4,1994
41.0,Steve Rintoul,267.9,1994
42.0,John Wilson,267.8,1994
43.0,David Peoples,267.5,1994
43.0,Mike Sullivan,267.5,1994
45.0,Phil Blackmar,266.9,1994
45.0,Rob Boldt,266.9,1994
47.0,Gary Hallberg,266.6,1994
48.0,Bob Tway,266.5,1994
49.0,Dan Forsman,266.3,1994
49.0,Charles Raulerson,266.3,1994
51.0,Dudley Hart,266.2,1994
52.0,Jeff Maggert,266.1,1994
53.0,Donnie Hammond,266.0,1994
53.0,Gil Morgan,266.0,1994
55.0,Jim McGovern,265.8,1994
55.0,Jesper Parnevik,265.8,1994
57.0,Ted Schulz,265.7,1994
58.0,Ronnie Black,265.6,1994
59.0,Chris DiMarco,265.4,1994
60.0,Robin Freeman,265.3,1994
61.0,Steve Lowery,264.9,1994
61.0,Kenny Perry,264.9,1994
63.0,Bruce Lietzke,264.8,1994
64.0,Brian Kamm,264.7,1994
65.0,Mark McCumber,264.6,1994
65.0,Hal Sutton,264.6,1994
67.0,Brad Bryant,264.4,1994
68.0,Tom Sieckmann,264.3,1994
68.0,Joey Sindelar,264.3,1994
68.0,Howard Twitty,264.3,1994
71.0,Jay Haas,264.2,1994
71.0,Brad Lardon,264.2,1994
73.0,David Toms,263.7,1994
74.0,Brad Faxon,263.6,1994
74.0,Rick Fehr,263.6,1994
76.0,Bobby Wadkins,263.4,1994
77.0,Blaine McCallister,263.3,1994
78.0,Bob Estes,263.2,1994
79.0,Peter Jacobsen,263.1,1994
80.0,Jim Thorpe,262.9,1994
81.0,Lee Janzen,262.7,1994
82.0,Mark O'Meara,262.6,1994
83.0,Glen Day,262.5,1994
84.0,Mark Wurtz,262.4,1994
85.0,Billy Kratzert,262.3,1994
85.0,Craig Parry,262.3,1994
87.0,Paul Stankowski,262.2,1994
88.0,Dave Rummells,262.0,1994
89.0,Clark Dennis,261.8,1994
90.0,Dicky Pride,261.7,1994
91.0,Russ Cochran,261.6,1994
91.0,Tom Kite,261.6,1994
91.0,Rocky Walcher,261.6,1994
94.0,Steve Pate,261.5,1994
95.0,Michael Allen,261.4,1994
96.0,Phil Tataurangi,261.3,1994
,Tour Average,261.2,1994
97.0,Joe Ozaki,261.1,1994
98.0,Larry Nelson,261.0,1994
99.0,Ted Tryba,260.9,1994
100.0,Steve Gotsche,260.6,1994
100.0,Greg Twiggs,260.6,1994
102.0,Jay Don Blake,260.4,1994
103.0,Chip Beck,260.3,1994
103.0,Gene Sauers,260.3,1994
105.0,Scott Simpson,260.1,1994
106.0,Scott Hoch,259.9,1994
107.0,Steve Brodie,259.8,1994
108.0,Dave Barr,259.6,1994
109.0,Kirk Triplett,259.5,1994
110.0,Billy Mayfair,259.4,1994
111.0,Bob Burns,259.3,1994
111.0,Nolan Henke,259.3,1994
113.0,Fulton Allem,259.2,1994
114.0,Mark Brooks,258.8,1994
114.0,John Cook,258.8,1994
114.0,Grant Waite,258.8,1994
114.0,Robert Wrenn,258.8,1994
118.0,Billy Andrade,258.3,1994
119.0,Wayne Levi,258.1,1994
120.0,Ben Crenshaw,258.0,1994
120.0,Trevor Dodds,258.0,1994
120.0,Paul Goydos,258.0,1994
123.0,David Feherty,257.9,1994
123.0,Ken Green,257.9,1994
125.0,Curtis Strange,257.4,1994
126.0,Scott Verplank,257.2,1994
127.0,Keith Clearwater,257.1,1994
127.0,Wayne Grady,257.1,1994
129.0,Larry Mize,256.9,1994
130.0,Mark Carnevale,256.8,1994
131.0,David Frost,256.7,1994
132.0,Brandel Chamblee,256.4,1994
133.0,John Mahaffey,256.3,1994
134.0,Bob May,256.2,1994
134.0,Joey Rassett,256.2,1994
136.0,Ed Dougherty,256.1,1994
137.0,Bob Gilder,255.9,1994
138.0,Greg Kraft,255.7,1994
139.0,Sean Murphy,255.6,1994
140.0,Olin Browne,255.5,1994
141.0,Mike Hulbert,255.4,1994
141.0,Jeff Sluman,255.4,1994
143.0,Joel Edwards,255.3,1994
